1/28/2018 11:50:30 AM: AMIClient.GeoRegionForTree.IsSelected; line: 76; Start - get all ami for the selected region.
1/29/2018 6:41:10 PM: AMIClient.AddCimXmlViewModel.ConvertCommandAction; line: 162; Try convert xml.
1/29/2018 6:41:10 PM: AMIClient.AddCimXmlViewModel.ConvertCommandAction; line: 185; Convert faild.
1/29/2018 6:41:19 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:41:19 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:41:19 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:41:19 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:41:20 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:41:20 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:41:20 PM: AMIClient.Model.ConnectToNMS; line: 348; Client is connected to the NMS.
1/29/2018 6:41:20 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:41:20 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:41:20 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:41:20 PM: AMIClient.Model.ConnectToCE; line: 322; Client is connected to the CE.
1/29/2018 6:41:20 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:41:20 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:41:20 PM: AMIClient.Model.ConnectToSC; line: 296; Client is connected to the SC.
1/29/2018 6:43:49 PM: AMIClient.GeoRegionForTree.IsSelected; line: 76; Start - get all ami for the selected region.
1/29/2018 6:43:49 PM: AMIClient.Model.GetAllAmis; line: 636; Start the GetAllAmis function.
1/29/2018 6:43:49 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:43:49 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:49 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:49 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:49 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:49 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubstation; line: 528; Start the GetSomeSubstation function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubstation; line: 534; Start the GetSomeSubstation function.
1/29/2018 6:43:50 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.IsSelected; line: 82; Finish - get all ami for the selected region.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllAmis; line: 636; Start the GetAllAmis function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubstation; line: 528; Start the GetSomeSubstation function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubstation; line: 534; Start the GetSomeSubstation function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllRegions; line: 396; Start the GetAllRegions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllRegions; line: 405; Start the GetAllRegions function.
1/29/2018 6:43:50 PM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllRegions; line: 396; Start the GetAllRegions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllRegions; line: 405; Start the GetAllRegions function.
1/29/2018 6:43:50 PM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllAmis; line: 416; Start the GetAllAmis function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllAmis; line: 442; Start the GetAllAmis function.
1/29/2018 6:43:50 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:43:50 PM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllRegions; line: 396; Start the GetAllRegions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllRegions; line: 405; Start the GetAllRegions function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.SubGeoRegionForTree.IsSelected; line: 82; Start - get all ami for the selected region.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllAmis; line: 657; Start the GetAllAmis function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubstation; line: 528; Start the GetSomeSubstation function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubstation; line: 534; Start the GetSomeSubstation function.
1/29/2018 6:43:50 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:43:50 PM: AMIClient.SubGeoRegionForTree.IsSelected; line: 88; Finish - get all ami for the selected region.
1/29/2018 6:43:50 PM: AMIClient.Model.GetAllAmis; line: 657; Start the GetAllAmis function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubstation; line: 528; Start the GetSomeSubstation function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubstation; line: 534; Start the GetSomeSubstation function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:43:50 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:50 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GetAllAmis; line: 416; Start the GetAllAmis function.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:43:51 PM: AMIClient.Model.GetSomeSubstation; line: 528; Start the GetSomeSubstation function.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GetSomeSubstation; line: 534; Start the GetSomeSubstation function.
1/29/2018 6:43:51 PM: AMIClient.Model.GetAllAmis; line: 442; Start the GetAllAmis function.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GetAllAmis; line: 657; Start the GetAllAmis function.
1/29/2018 6:43:51 PM: AMIClient.Model.GetSomeSubstation; line: 528; Start the GetSomeSubstation function.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.GetSomeSubstation; line: 534; Start the GetSomeSubstation function.
1/29/2018 6:43:51 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:43:51 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:43:51 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:43:51 PM: AMIClient.Model.ConnectToSC; line: 296; Client is connected to the SC.
1/29/2018 6:43:51 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:51 PM: AMIClient.Model.ConnectToNMS; line: 348; Client is connected to the NMS.
1/29/2018 6:43:51 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:43:51 PM: AMIClient.Model.ConnectToCE; line: 322; Client is connected to the CE.
1/29/2018 6:43:51 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:43:53 PM: AMIClient.AddCimXmlViewModel.ConvertCommandAction; line: 162; Try convert xml.
1/29/2018 6:43:54 PM: AMIClient.AddCimXmlViewModel.ConvertCommandAction; line: 162; Try convert xml.
1/29/2018 6:43:54 PM: AMIClient.AddCimXmlViewModel.ConvertCommandAction; line: 185; Convert faild.
1/29/2018 6:43:56 PM: AMIClient.AddCimXmlViewModel.ConvertCommandAction; line: 162; Try convert xml.
1/29/2018 6:43:56 PM: AMIClient.AddCimXmlViewModel.ConvertCommandAction; line: 185; Convert faild.
1/29/2018 6:44:03 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:03 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:03 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:03 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:03 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:44:03 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:44:03 PM: AMIClient.Model.ConnectToNMS; line: 348; Client is connected to the NMS.
1/29/2018 6:44:03 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:44:03 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:44:03 PM: AMIClient.Model.ConnectToCE; line: 322; Client is connected to the CE.
1/29/2018 6:44:03 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:44:03 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:44:03 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:44:03 PM: AMIClient.Model.ConnectToSC; line: 296; Client is connected to the SC.
1/29/2018 6:45:11 PM: AMIClient.Model.ConnectToNMS; line: 340; Client try to connect with NMS.
1/29/2018 6:45:11 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:11 PM: AMIClient.Model.ConnectToNMS; line: 348; Client is connected to the NMS.
1/29/2018 6:45:11 PM: AMIClient.Model.ConnectToCE; line: 314; Client try to connect with CE.
1/29/2018 6:45:11 PM: AMIClient.Model.CEQueryProxy; line: 98; Channel Client-CE is created.
1/29/2018 6:45:11 PM: AMIClient.Model.ConnectToCE; line: 322; Client is connected to the CE.
1/29/2018 6:45:11 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:45:11 PM: AMIClient.Model.ConnectToSC; line: 289; Client try to connect to SC.
1/29/2018 6:45:11 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:45:11 PM: AMIClient.Model.ConnectToSC; line: 296; Client is connected to the SC.
1/29/2018 6:46:46 PM: AMIClient.GeoRegionForTree.IsSelected; line: 76; Start - get all ami for the selected region.
1/29/2018 6:46:47 PM: AMIClient.Model.GetAllAmis; line: 636; Start the GetAllAmis function.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubstation; line: 528; Start the GetSomeSubstation function.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubstation; line: 534; Start the GetSomeSubstation function.
1/29/2018 6:46:47 PM: AMIClient.Model.SCProxy; line: 127; Channel Client-SC is created.
1/29/2018 6:46:47 PM: AMIClient.GeoRegionForTree.IsSelected; line: 82; Finish - get all ami for the selected region.
1/29/2018 6:46:47 PM: AMIClient.Model.GetAllAmis; line: 636; Start the GetAllAmis function.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubstation; line: 528; Start the GetSomeSubstation function.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubstation; line: 534; Start the GetSomeSubstation function.
1/29/2018 6:46:47 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/29/2018 6:46:47 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/29/2018 6:46:47 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 116; Start the LoadChildren function.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 515; Start the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GetSomeSubregions; line: 521; Finish the GetSomeSubregions function.
1/29/2018 6:46:47 PM: AMIClient.GeoRegionForTree.LoadChildren; line: 132; Finish the LoadChildren function.
1/29/2018 6:46:47 PM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/29/2018 6:46:47 PM: AMIClient.Model.GetAllRegions; line: 396; Start the GetAllRegions function.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
1/29/2018 6:46:47 PM: AMIClient.Model.GetAllRegions; line: 405; Start the GetAllRegions function.
1/29/2018 6:46:47 PM: AMIClient.RootElement.LoadChildren; line: 150; Finish the LoadChildren function.
1/29/2018 6:46:47 PM: AMIClient.RootElement.LoadChildren; line: 134; Start the LoadChildren function.
1/29/2018 6:46:47 PM: AMIClient.Model.GetAllRegions; line: 396; Start the GetAllRegions function.
1/29/2018 6:46:47 PM: AMIClient.Model.GdaQueryProxy; line: 70; Channel Client-NMS is created.
